codigo_produto,descricaoproduto,codigo_familia,preco_venda_unitario,custo_produto_unitario
2602300,Fun Movies Olive #216,COLH,560,258.1
2606400,Stylish Jewelry Black #329,AL  ,243,93.95
2610401,Luxurious Gaming Accessories Cyan #138,333 ,2834,1690
2611900,Delicious Home Appliances Silver #803,26  ,198,91.3
2622901,Comfortable Marine Supplies Cyan #846,35  ,189.9,93
2627800,Fun Automotive Parts and Accessories Gold #849,CPOC,52,21.67
2628100,Luxurious Bracelets Gray #434,27  ,253.5,109.53
2628102,Powerful Bracelets Gray #70,27  ,253.5,108.03
2628104,Elegant Bracelets Silver #617,27  ,253.5,109.95
2628200,Practical Bracelets Yellow #398,27  ,268.2,122.89
2628201,Sophisticated Bracelets Silver #866,27  ,268.2,114.25
2628202,Luxurious Bracelets Purple #856,27  ,268.2,115.84
2628300,Beautiful Bracelets Cyan #646,27  ,342.95,148.71
2628301,Sophisticated Bracelets Blue #917,27  ,342.95,148.71
2632900,Elegant Bracelets Navy #869,27  ,351,157.16
2637900,Durable Bracelets Silver #174,27  ,239,109.52
2638201,Comfortable Security White #614,CSA ,150.5,86
2638202,Luxurious Security Teal #160,CSA ,150.5,86
2638203,Sophisticated Security Black #474,CSA ,150.5,86
2638900,Beautiful Watches Teal #957,43  ,3498,2256.4
2639602,Powerful Bracelets Cyan #424,27  ,219.9,149.7
2639702,Powerful Streaming Services Lime #972,MCT ,184.9,113.08
2639800,Durable Streaming Services Navy #200,MCT ,159.9,103.15
2639803,Innovative Streaming Services Teal #625,MCT ,159.9,77.79
2641809,Elegant Flooring Orange #10,CSF ,461.4,196.37
2641810,Practical Flooring Orange #85,CSF ,461.4,196.37
2641811,Useful Flooring Yellow #318,CSF ,461.4,196.37
2641819,Eco-Friendly Flooring Black #415,CSF ,461.4,196.37
2641820,Practical Flooring Silver #942,CSF ,461.4,196.37
2641821,Powerful Flooring Gray #554,CSF ,461.4,196.37
2641823,Innovative Flooring Black #15,CSF ,461.4,196.37
2641853,Beautiful Flooring Orange #726,CSF ,461.4,196.37
2641855,Delicious Flooring Brown #702,CSF ,461.4,196.37
2643100,Modern Earrings Lime #22,60  ,2.5,0.74
2644210,Elegant Flooring Orange #576,CSF ,369.9,218.19
2644230,Fun Flooring Brown #412,CSF ,329.9,209.45
2644234,Beautiful Flooring Magenta #349,CSF ,329.9,209.45
2644235,Sophisticated Flooring Gray #859,CSF ,329.9,209.45
2644601,Modern Musical Instruments Cyan #435,CS  ,449.9,218.19
2644602,Delicious Musical Instruments Lime #559,CS  ,449.9,218.19
2644604,Beautiful Musical Instruments Magenta #625,CS  ,449.9,218.19
2644605,Modern Musical Instruments Blue #425,CS  ,449.9,218.19
2644607,Useful Musical Instruments Maroon #63,CS  ,359.9,231.27
2644609,Stylish Musical Instruments Maroon #460,CS  ,359.9,231.27
2644610,Beautiful Musical Instruments Pink #426,CS  ,359.9,231.27
2644637,Beautiful Musical Instruments Gold #51,CS  ,389.9,218.19
2644641,Beautiful Musical Instruments Black #968,CS  ,389.9,218.19
2644701,Delicious Musical Instruments Lime #712,CS  ,339.9,218.19
2644703,High-Quality Musical Instruments Navy #777,CS  ,339.9,209.45
2644705,Long-Lasting Musical Instruments Teal #923,CS  ,339.9,218.19
2644706,Modern Musical Instruments Magenta #876,CS  ,339.9,209.45
2644714,Durable Musical Instruments Purple #609,CS  ,339.9,218.19
2644720,High-Quality Musical Instruments Yellow #796,CS  ,339.9,218.19
2645500,Durable Earrings Blue #280,60  ,33.6,13.26
2647401,Stylish Bracelets Green #237,27  ,364,163.28
2652600,Powerful Automotive Repair Purple #518,BB  ,409,188.58
2652700,Comfortable Automotive Repair Yellow #318,BB  ,560,258.05
2652902,Modern Gaming Accessories Maroon #91,333 ,1388,841.03
2664300,Beautiful Beverages Olive #947,ELE ,225.8,98.62
2669801,Luxurious Kitchen Appliances Green #228,DLN ,39.9,18.67
2670401,Useful Bathroom Fixtures White #351,0   ,231,104.85
2671200,Sustainable Vehicle Accessories Orange #756,FR  ,37.1,20.52
2671201,Useful Vehicle Accessories Lime #115,FR  ,37.1,20.52
2671300,Useful Vehicle Accessories Black #266,FR  ,36.75,19.17
2671301,Beautiful Vehicle Accessories Black #591,FR  ,36.75,20.32
2674700,High-Quality Sports Equipment Orange #832,3333,8490,5980
2679900,Practical Personal Care Teal #778,19  ,184,91.26
2681800,Sustainable Tires and Wheels Pink #956,DAL ,11,4.73
2688800,Comfortable Rings Pink #411,OJP ,254,133.58
2688801,Sophisticated Rings Black #857,OJP ,254,129.07
2688802,Luxurious Rings Magenta #516,OJP ,254,129.07
2710300,Durable Personal Care Pink #94,19  ,119.9,75.68
2716201,Powerful Ebooks Gold #553,CRS ,999.9,692.43
2719300,Sophisticated Building Materials Green #565,OPP ,149,80.26
2719500,Eco-Friendly Building Materials Gold #429,OPP ,381,205.6
2719502,Powerful Building Materials Magenta #413,OPP ,381,205.59
2719600,Sustainable Building Materials Blue #603,OPP ,381,205.59
2719601,Sustainable Building Materials Maroon #660,OPP ,381,182.99
2719700,High-Quality Building Materials Magenta #226,OPP ,298,160.9
2719701,Elegant Building Materials Brown #390,OPP ,298,160.9
2719702,Modern Building Materials Teal #853,OPP ,298,160.9
2719801,Luxurious Building Materials Yellow #232,OPP ,298,143.14
2725701,Comfortable Vehicle Accessories Pink #198,FR  ,93.5,51.73
2737112,Innovative Tools Gold #18,CSFB,563.9,240
2737114,Versatile Tools Cyan #560,CSFB,563.9,240
2737116,Comfortable Tools Red #49,CSFB,563.9,240
2737121,Luxurious Tools Navy #534,CSFB,563.9,240
2737125,Long-Lasting Tools Maroon #517,CSFB,563.9,240
2737126,Stylish Tools Green #482,CSFB,563.9,240
2737128,Practical Tools White #659,CSFB,563.9,240
2737423,Comfortable Musical Instruments Silver #798,CS  ,399.9,167.62
2737424,Stylish Musical Instruments Magenta #186,CS  ,399.9,167.62
2737426,Delicious Musical Instruments Teal #792,CS  ,399.9,167.62
2737428,Modern Musical Instruments Cyan #332,CS  ,399.9,159.25
2737429,Fun Musical Instruments Pink #946,CS  ,399.9,167.62
2746400,Sophisticated Kitchen Appliances Yellow #910,DLN ,35.9,14.6
2746401,High-Quality Kitchen Appliances Orange #390,DLN ,35.9,14.4
2746504,Versatile Streaming Services Yellow #179,MCT ,164.7,72.36
2746510,Durable Streaming Services Pink #338,MCT ,164.7,67.07
2749100,Luxurious Earrings Red #4,60  ,2.6,1.36
2750900,Eco-Friendly Marine Supplies Lime #390,35  ,101,52.96
2751201,Practical Jewelry Navy #48,69  ,0.75,0.46
2752010,Beautiful Rings Olive #192,OJP ,399.9,237.59
2755500,Fun Home Appliances Silver #231,26  ,149,68.68
2760100,High-Quality Video Games Green #341,42  ,6988,3587.95
2760200,Practical Musical Instruments Black #885,OTMO,405,224.96
2760203,Luxurious Musical Instruments Brown #354,OTMO,405,224.96
2769400,Durable Pet Food Yellow #50,67  ,24.5,9.5
2770200,Long-Lasting Automotive Repair Maroon #191,BB  ,72,44.9
2772005,Innovative Rings Cyan #547,OJP ,481.2,253.23
2773800,Practical Laundry Appliances Maroon #457,31  ,227,119
2780530,Modern Flooring Lime #599,CSF ,309.9,146.67
2780533,Modern Flooring Cyan #477,CSF ,309.9,146.67
2780535,Practical Flooring Purple #276,CSF ,309.9,146.67
2780602,High-Quality Flooring Olive #955,CSF ,199.9,125.72
2780603,Powerful Flooring Pink #886,CSF ,199.9,125.72
2780605,Practical Flooring Maroon #8,CSF ,199.9,125.72
2780612,Eco-Friendly Flooring Orange #864,CSF ,199.9,125.72
2780613,Stylish Flooring White #347,CSF ,199.9,125.72
2780616,Comfortable Flooring Lime #995,CSF ,199.9,117.34
2780622,Eco-Friendly Flooring Cyan #408,CSF ,239.9,117.34
2780623,Powerful Flooring Purple #597,CSF ,239.9,125.72
2780625,Elegant Flooring Yellow #17,CSF ,189.9,159.25
2780632,Sophisticated Flooring Orange #709,CSF ,239.9,125.72
2780638,Practical Flooring Green #790,CSF ,239.9,110
2780700,Sustainable Flooring Gold #734,CSF ,239.9,146.67
2780702,Useful Flooring Silver #344,CSF ,239.9,146.67
2780704,Elegant Flooring Brown #126,CSF ,239.9,146.67
2780718,Durable Flooring Brown #330,CSF ,299.9,146.67
2780720,Useful Flooring Teal #278,CSF ,299.9,128.33
2780722,Eco-Friendly Flooring Navy #747,CSF ,299.9,146.67
2780724,Innovative Flooring Navy #468,CSF ,249.9,146.67
2780726,Comfortable Flooring Cyan #481,CSF ,249.9,146.67
2780727,Versatile Flooring Navy #409,CSF ,249.9,146.67
2780728,Versatile Flooring Pink #668,CSF ,249.9,146.67
2780732,Elegant Flooring Gold #445,CSF ,349.9,146.67
2780733,Long-Lasting Flooring Gray #17,CSF ,349.9,146.67
2780734,Beautiful Flooring Silver #212,CSF ,349.9,146.67
2781301,Elegant Bracelets Gold #322,27  ,434.2,190.52
2783101,Powerful Musical Instruments Red #278,CS  ,329.9,138.29
2783102,Sophisticated Musical Instruments Silver #625,CS  ,329.9,138.29
2783103,High-Quality Musical Instruments Silver #79,CS  ,329.9,138.29
2783104,Durable Musical Instruments Gold #922,CS  ,329.9,138.29
2783107,High-Quality Musical Instruments Magenta #67,CS  ,329.9,138.29
2783110,Delicious Musical Instruments White #396,CS  ,329.9,138.29
2783111,Stylish Musical Instruments Magenta #825,CS  ,329.9,138.29
2783112,High-Quality Musical Instruments Teal #924,CS  ,329.9,138.29
2783113,Sustainable Musical Instruments Brown #526,CS  ,329.9,138.29
2783114,Durable Musical Instruments Gray #905,CS  ,329.9,138.29
2783115,Durable Musical Instruments Green #44,CS  ,329.9,138.29
2783118,Versatile Musical Instruments Maroon #882,CS  ,329.9,138.29
2783119,High-Quality Musical Instruments Red #103,CS  ,329.9,138.29
2783120,Elegant Musical Instruments Green #684,CS  ,329.9,138.29
2783121,Durable Musical Instruments Blue #49,CS  ,329.9,138.29
2783122,Innovative Musical Instruments White #873,CS  ,329.9,138.29
2783123,Sophisticated Musical Instruments Black #527,CS  ,329.9,138.29
2783125,Powerful Musical Instruments Blue #562,CS  ,329.9,138.29
2783302,Modern Flooring Lime #271,CSF ,543.4,174.55
2783639,Innovative Clothing Red #459,CSMC,209.9,132
2783641,High-Quality Clothing White #461,CSMC,209.9,132
2783709,Innovative Musical Instruments Silver #151,CS  ,239.9,138.29
2783710,Delicious Musical Instruments Gray #834,CS  ,239.9,138.29
2783711,Fun Musical Instruments Orange #679,CS  ,239.9,138.29
2783712,Sophisticated Musical Instruments White #798,CS  ,239.9,138.29
2783721,Modern Musical Instruments Silver #417,CS  ,219.9,146.67
2783722,Comfortable Musical Instruments Black #992,CS  ,219.9,146.67
2783723,Eco-Friendly Musical Instruments Navy #681,CS  ,219.9,146.67
2783724,Eco-Friendly Musical Instruments Brown #412,CS  ,219.9,146.67
2783908,Useful Home Decor Yellow #527,CSFC,312.3,159.25
2783910,Stylish Home Decor Red #18,CSFC,312.3,146.67
2784201,Delicious Flooring Orange #3,CSF ,239.9,125.72
2784202,Delicious Flooring Silver #685,CSF ,239.9,125.72
2784203,Elegant Flooring Navy #576,CSF ,239.9,125.72
2784204,Luxurious Flooring Cyan #976,CSF ,239.9,125.72
2784209,Fun Flooring Magenta #907,CSF ,209.9,110
2784215,Beautiful Flooring White #827,CSF ,189.9,125.72
2784217,Delicious Flooring Red #199,CSF ,189.9,125.72
2784219,Innovative Flooring Olive #368,CSF ,189.9,125.72
2784220,Fun Flooring Olive #297,CSF ,189.9,125.72
2784223,Beautiful Flooring Silver #746,CSF ,189.9,125.72
2784225,Eco-Friendly Flooring Teal #390,CSF ,219.9,110
2784227,Versatile Flooring Cyan #325,CSF ,219.9,125.72
2784228,Eco-Friendly Flooring Cyan #416,CSF ,219.9,110
2784237,Practical Flooring Red #252,CSF ,210,88
2784238,Delicious Flooring Maroon #10,CSF ,210,88
2784403,Durable Musical Instruments Lime #236,CS  ,410.1,174.55
2784700,Sophisticated Bracelets Pink #296,27  ,328.9,203.29
2785100,Powerful Earrings Silver #135,60  ,9.1,3.87
2787600,Elegant Tires and Wheels Pink #969,DAL ,17.7,9.17
2787700,Powerful Home Appliances Green #233,26  ,238,109.74
2794200,Comfortable Productivity Green #89,ALD ,999.9,614.9
2794800,High-Quality Arts and Crafts Green #663,DET ,10.8,5.94
2794902,Luxurious Rings Silver #929,OJP ,379,199.12
2799800,Eco-Friendly Home Appliances Navy #918,26  ,124,56.76
2817300,Delicious Personal Care Cyan #756,19  ,79.9,57.82
2820700,Stylish Vehicle Accessories Orange #672,FR  ,31.9,17.71
2821100,Innovative Earrings Purple #205,60  ,56.5,23.44
2821200,Eco-Friendly Earrings Gold #174,60  ,63.9,26.51
2829500,Sustainable Entertainment Black #682,33  ,450,249.9
2829600,Powerful Entertainment Yellow #984,33  ,522,289.9
2830500,Innovative Gaming Accessories Olive #30,333 ,1599,988
2830501,Useful Gaming Accessories Maroon #373,333 ,1599,988
2830900,Stylish Outdoor Gear Magenta #705,CCOF,130,76.42
2830905,Durable Outdoor Gear Magenta #888,CCOF,144.3,76.42
2830906,Sophisticated Outdoor Gear Black #124,CCOF,144.3,84.92
2830920,Practical Outdoor Gear Silver #935,CCOF,129.9,76.42
2830927,Modern Outdoor Gear Olive #283,CCOF,152.9,76.42
2830932,Modern Outdoor Gear Black #551,CCOF,130,76.42
2837700,Innovative Vehicle Accessories Maroon #489,FR  ,31.9,17.71
2837800,Luxurious Vehicle Accessories Red #576,FR  ,31.9,17.71
2838000,Sustainable Vehicle Accessories Gold #898,FR  ,31.9,17.71
2838100,Eco-Friendly Vehicle Accessories Black #40,FR  ,31.9,17.71
2838500,Versatile Vehicle Accessories Red #987,FR  ,263.2,156.16
2839111,Durable Clothing Maroon #762,CSMC,502.4,213.82
2839300,Sustainable Bracelets Orange #322,27  ,397,177.79
2839301,Beautiful Bracelets Olive #683,27  ,397,177.78
2839302,Innovative Bracelets Gray #790,27  ,397,177.79
2840501,Durable Bracelets Pink #301,27  ,319,143
2840502,Modern Bracelets Pink #166,27  ,319,137.28
2840803,Innovative Bracelets Blue #117,27  ,396.3,165.86
2840806,Beautiful Bracelets Maroon #41,27  ,386,173.17
2844000,Powerful Toys Gold #664,APDP,856,399.74
2846301,Long-Lasting Streaming Services Cyan #169,MCT ,249.9,134.02
2846902,Beautiful Bracelets Black #688,27  ,319,143
2847000,Elegant Bracelets Maroon #763,27  ,396.3,177.79
2847001,Innovative Bracelets Blue #76,27  ,396.3,177.79
2847103,Sophisticated Bracelets Brown #83,27  ,414,185.62
2848500,Versatile Home Appliances Gold #941,26  ,71,32.41
2851101,Delicious Hand Tools Purple #130,FXA ,126.5,66.5
2852306,High-Quality Outdoor Gear Magenta #741,CCOF,135.9,67.92
2852317,Luxurious Outdoor Gear Navy #237,CCOF,135.9,67.92
2852701,Useful Rings Cyan #454,OJP ,379,199.12
2852706,Powerful Rings Silver #457,OJP ,379,199.12
2854100,High-Quality Bracelets Lime #732,27  ,442.5,198.38
2854101,Elegant Bracelets White #734,27  ,442.5,198.37
2854102,Powerful Bracelets Blue #71,27  ,442.5,198.38
2854106,Useful Bracelets Cyan #346,27  ,442.5,198.38
2854600,Beautiful Movies Gray #396,HBE ,3.9,1.66
2855007,Stylish Bracelets Lime #857,27  ,399,178.67
2856301,Powerful Bracelets Purple #230,27  ,207,92.5
2856302,Luxurious Bracelets Lime #505,27  ,207,89.68
2856400,Versatile Bracelets Gray #157,27  ,336,150.6
2856402,Comfortable Bracelets Navy #442,27  ,336,150.6
2856403,Elegant Bracelets Teal #43,27  ,336,150.6
2857900,Sophisticated Movies Magenta #340,HBE ,53.8,30.76
2858600,Eco-Friendly Jewelry White #34,AL  ,200,117.09
2858700,Sophisticated Jewelry Pink #132,AL  ,204,119.88
2858800,Durable Jewelry Yellow #14,AL  ,268,148.71
2859700,Eco-Friendly Bathroom Fixtures Green #135,0   ,289,154.51
2860300,Long-Lasting Books Black #481,DESA,19.2,10.01
2862500,Useful Home Appliances Black #269,26  ,54,24.8
2865300,Versatile Kitchen Appliances Silver #551,DLN ,33.9,14.11
2865303,Modern Kitchen Appliances Purple #909,DLN ,33.9,13.15
2865403,Luxurious Kitchen Appliances Blue #654,DLN ,39.9,15.1
2865501,High-Quality Pet Supplies Gold #865,MCAT,131.4,58.92
2865503,High-Quality Pet Supplies Magenta #285,MCAT,131.4,58.93
2865600,Beautiful Pet Supplies Gold #197,MCAT,189.8,82.27
2865601,Sustainable Pet Supplies Lime #31,MCAT,189.8,82.26
2867100,Elegant Marine Supplies Blue #379,35  ,194.7,101.93
2868308,Stylish Beauty Products Teal #654,CAMF,59.9,41.55
2868503,Practical Beauty Products Teal #827,CAMF,64.9,36.72
2868504,High-Quality Beauty Products Red #73,CAMF,64.9,36.72
2868507,Versatile Beauty Products Blue #211,CAMF,59.9,36.72
2868510,Eco-Friendly Beauty Products Black #171,CAMF,59.9,36.72
2868525,Elegant Beauty Products Black #158,CAMF,64.9,36.72
2868529,Luxurious Beauty Products Gray #468,CAMF,64.9,36.72
2868534,Modern Beauty Products Red #373,CAMF,64.9,36.72
2869521,Luxurious Outdoor Gear Maroon #172,CCOF,144.4,84.9
2869523,Sophisticated Outdoor Gear Black #125,CCOF,144.4,84.9
2869525,Beautiful Outdoor Gear Navy #517,CCOF,144.4,84.9
2871111,Elegant Flooring Black #266,CSF ,579.4,218.19
2871217,Sophisticated Flooring Cyan #353,CSF ,529.5,231.27
2871219,Beautiful Flooring Navy #131,CSF ,529.5,231.27
2871222,Elegant Flooring Olive #221,CSF ,529.5,231.27
2871225,Luxurious Flooring Teal #393,CSF ,529.5,231.27
2871226,Luxurious Flooring Brown #45,CSF ,529.5,231.27
2871237,Practical Flooring Olive #734,CSF ,529.5,231.27
2871304,Powerful Flooring Teal #535,CSF ,239.9,163.2
2871405,Versatile Flooring Cyan #973,CSF ,399.9,159.25
2871407,Fun Flooring Maroon #433,CSF ,309.9,167.62
2871409,Sustainable Flooring Brown #344,CSF ,309.9,167.62
2871410,Versatile Flooring Gold #921,CSF ,309.9,167.62
2871415,Fun Flooring Maroon #317,CSF ,309.9,159.24
2871416,Luxurious Flooring Pink #151,CSF ,309.9,159.25
2871417,Fun Flooring Brown #450,CSF ,309.9,159.25
2871418,Sophisticated Flooring Teal #80,CSF ,309.9,159.24
2871419,Powerful Flooring Navy #632,CSF ,309.9,159.25
2871420,Stylish Flooring Silver #767,CSF ,309.9,159.24
2871422,Elegant Flooring Cyan #912,CSF ,309.9,159.25
2871424,Beautiful Flooring Navy #611,CSF ,399.9,167.62
2871426,Eco-Friendly Flooring Black #5,CSF ,399.9,167.62
2871427,Sustainable Flooring Navy #141,CSF ,399.9,167.62
2871430,Fun Flooring Lime #180,CSF ,399.9,167.62
2871431,Eco-Friendly Flooring Lime #532,CSF ,399.9,167.62
2871433,Practical Flooring Olive #948,CSF ,399.9,167.62
2871435,Durable Flooring Purple #67,CSF ,399.9,167.62
2871436,Elegant Flooring Orange #39,CSF ,399.9,167.62
2871437,Long-Lasting Flooring Brown #204,CSF ,399.9,167.62
2871441,Stylish Flooring Lime #523,CSF ,399.9,167.62
2871442,High-Quality Flooring Maroon #929,CSF ,309.9,159.25
2871443,Modern Flooring Gold #939,CSF ,309.9,167.62
2871444,Eco-Friendly Flooring Navy #751,CSF ,309.9,167.62
2871445,Useful Flooring Gold #53,CSF ,309.9,167.62
2871446,Elegant Flooring White #506,CSF ,309.9,167.62
2871447,Comfortable Flooring Gold #280,CSF ,309.9,167.62
2871515,Sustainable Musical Instruments Orange #457,CS  ,349.9,253.09
2871517,Eco-Friendly Musical Instruments Cyan #38,CS  ,349.9,253.09
2871518,Innovative Musical Instruments Blue #939,CS  ,349.9,253.09
2871609,Useful Musical Instruments Navy #568,CS  ,199.9,117.34
2871610,Useful Musical Instruments Olive #605,CS  ,199.9,117.34
2871613,Durable Musical Instruments Brown #985,CS  ,199.9,117.34
2871620,Beautiful Musical Instruments Cyan #665,CS  ,199.9,117.34
2871624,Elegant Musical Instruments Lime #171,CS  ,300,125.72
2871702,Comfortable Clothing Navy #684,CSMC,529.9,274.92
2871703,Long-Lasting Clothing Gold #398,CSMC,529.9,274.92
2871704,High-Quality Clothing Purple #248,CSMC,529.9,274.92
2871708,Long-Lasting Clothing Olive #910,CSMC,399.9,230.4
2871710,Luxurious Clothing Gray #218,CSMC,399.9,230.4
2871712,Practical Clothing Red #906,CSMC,399.9,230.4
2872326,Sustainable Home Decor Gray #350,CSFC,429.9,264
2872328,Versatile Home Decor Green #548,CSFC,429.9,264
2872329,Sophisticated Home Decor White #973,CSFC,429.9,264
2872331,Durable Home Decor Navy #798,CSFC,549.9,305.46
2872333,Beautiful Home Decor Green #312,CSFC,549.9,305.46
2872501,Stylish Musical Instruments Pink #994,CS  ,424.9,261.82
2872502,Useful Musical Instruments Teal #45,CS  ,424.9,261.82
2872509,Delicious Musical Instruments Olive #301,CS  ,399.9,261.82
2872510,Useful Musical Instruments Navy #32,CS  ,399.9,261.82
2872511,Durable Musical Instruments Green #589,CS  ,399.9,261.82
2872512,Comfortable Musical Instruments Yellow #440,CS  ,399.9,261.82
2872516,Versatile Musical Instruments Blue #530,CS  ,479.9,220.8
2873016,Beautiful Flooring Yellow #274,CSF ,449,218.19
2873017,Stylish Flooring Maroon #368,CSF ,449,218.19
2873018,Durable Flooring Purple #856,CSF ,449,218.19
2873023,Durable Flooring Navy #313,CSF ,349.9,218.19
